code,name,class_type,parent_code,predefined_type,definition
IfcCableSegmentCONDUCTORSEGMENT,Conductors Egment,Class,IfcCableSegment,CONDUCTORSEGMENT,"A single linear element within a cable or an exposed wire (such as for grounding) with the specific purpose to lead electric current, data, or a telecommunications signal."
IfcCableSegmentCONTACTWIRESEGMENT,Contact Wire Segment,Class,IfcCableSegment,CONTACTWIRESEGMENT,An electric conductor of an overhead contact line with which the current collectors make contact.;definition from IEC60050 811-33-15.
IfcCableSegmentCORESEGMENT,Core Segment,Class,IfcCableSegment,CORESEGMENT,A self contained element of a cable that comprises one or more conductors and sheathing.The core of one lead is normally single wired or multiwired which are intertwined.
IfcCableSegmentFIBERSEGMENT,Fiber Segment,Class,IfcCableSegment,FIBERSEGMENT,A fiber segment is an individual optical fiber used in telecommunication systems to transmit data by means of optical signals.
IfcCableSegmentFIBERTUBE,Fiber Tube,Class,IfcCableSegment,FIBERTUBE,A fiber tube is semi-rigid hollow plastic tube with a very small radius that houses and protects a certain number of optical fiber segments. An optical cable segment may contain many fiber tubes.
IfcCableSegmentOPTICALCABLESEGMENT,Optical Cable Segment,Class,IfcCableSegment,OPTICALCABLESEGMENT,An optical cable segment is a cable segment that contains a variable number of optical fiber segments.
IfcCableSegmentSTITCHWIRE,Stitch Wire,Class,IfcCableSegment,STITCHWIRE,A stitch wire consists of auxiliary wires and different components (clamp) used in stitched suspension.
IfcCableSegmentWIREPAIRSEGMENT,Wi Repair Segment,Class,IfcCableSegment,WIREPAIRSEGMENT,A pair of conductors contained in a copper cable. The pair is always used together to form a circuit to transmit data by means of electric signals.
IfcCaissonFoundation,Caisson Foundation,Class,IfcDeepFoundation,,CaissonFoundation essentially is a hollow box that can be either open or closed.
IfcCaissonFoundationCAISSON,Caisson,Class,IfcCaissonFoundation,CAISSON,Closed box.
IfcCaissonFoundationWELL,Well,Class,IfcCaissonFoundation,WELL,Open box.
IfcChiller,Chiller,Class,IfcEnergyConversionDevice,,"A chiller is a device used to remove heat from a liquid via a vapor-compression or absorption refrigeration cycle to cool a fluid, typically water or a mixture of water and glycol. The chilled fluid is then used to cool and dehumidify air in a building."
IfcChillerAIRCOOLED,Air Cooled,Class,IfcChiller,AIRCOOLED,Air cooled chiller.
IfcChillerHEATRECOVERY,Heat Recovery,Class,IfcChiller,HEATRECOVERY,[[Heat]] recovery chiller.
IfcChillerWATERCOOLED,Water Cooled,Class,IfcChiller,WATERCOOLED,[[Water]] cooled chiller.
IfcChimney,Chimney,Class,IfcBuiltElement,,"Chimneys are typically vertical, or as near as vertical, parts of the construction of a building and part of the building fabric. Often constructed by pre-cast or insitu concrete, today seldom by bricks. Chimneys are used to evacuate flues from e.g. boilers or fire places."
IfcCoil,Coil,Class,IfcEnergyConversionDevice,,"A coil is a device used to provide heat transfer between non-mixing media. A common example is a cooling coil, which utilizes a finned coil in which circulates chilled water, antifreeze, or refrigerant that is used to remove heat from air moving across the surface of the coil. A coil may be used either for heating or cooling purposes by placing a series of tubes (the coil) carrying a heating or cooling fluid into an airstream. The coil may be constructed from tubes bundled in a serpentine form or from finned tubes that give a extended heat transfer surface."
IfcCoilDXCOOLINGCOIL,Dxcooling Coil,Class,IfcCoil,DXCOOLINGCOIL,Cooling coil using a refrigerant to cool the air stream directly.
IfcCoilELECTRICHEATINGCOIL,Electric Heating Coil,Class,IfcCoil,ELECTRICHEATINGCOIL,Heating coil using electricity as a heating source.
IfcCoilGASHEATINGCOIL,Gas Heating Coil,Class,IfcCoil,GASHEATINGCOIL,Heating coil using gas as a heating source.
IfcCoilHYDRONICCOIL,Hydronic Coil,Class,IfcCoil,HYDRONICCOIL,Cooling or Heating coil that uses a hydronic fluid as a cooling or heating source.
IfcCoilSTEAMHEATINGCOIL,Steam Heating Coil,Class,IfcCoil,STEAMHEATINGCOIL,Heating coil using steam as heating source.
IfcCoilWATERCOOLINGCOIL,Water Cooling Coil,Class,IfcCoil,WATERCOOLINGCOIL,Cooling coil using chilled water. HYDRONICCOIL supercedes this enumerator.
IfcCoilWATERHEATINGCOIL,Water Heating Coil,Class,IfcCoil,WATERHEATINGCOIL,Heating coil using hot water as a heating source. HYDRONICCOIL supercedes this enumerator.
IfcColumn,Column,Class,IfcBuiltElement,,"An [[IfcColumn]] is a vertical structural or architectural member which often is aligned with a structural grid intersection. In most cases it represents a vertical, or nearly vertical, structural member that transmits, through compression, the weight of the structure above to other structural elements below. It may also represent such a member from an architectural point of view in which case it may represent a non load bearing element. Whether it is a structural load bearing element or a non-load bearing element is determined by the [[Pset_ColumnCommon]].[[LoadBearing]] property."
IfcColumnCOLUMN,Column,Class,IfcColumn,COLUMN,A usually vertical member that may be load bearing and requiring resistance to vertical forces by compression but also sometimes to lateral forces.
IfcColumnPIERSTEM,Pier Stem,Class,IfcColumn,PIERSTEM,"An individual vertical part of a pier, may be a simple column, i.e. no breakdown into segments or separate structural parts such as flanges and web(s), or may be an aggregation of segments and/or parts."
IfcColumnPIERSTEM_SEGMENT,Pier Stem Segment,Class,IfcColumn,PIERSTEM_SEGMENT,A vertical segment of a pier column.
IfcColumnPILASTER,Pilaster,Class,IfcColumn,PILASTER,A column element embedded within a wall that can be required to be load bearing but may also only be used for decorative purposes.
IfcColumnSTANDCOLUMN,Stand Column,Class,IfcColumn,STANDCOLUMN,A column transmitting vertical loads from a superstructure to an arch below it.
IfcCommunicationsAppliance,Communications Appliance,Class,IfcFlowTerminal,,A communications appliance transmits and receives electronic or digital information as data or sound.
IfcCommunicationsApplianceANTENNA,Antenna,Class,IfcCommunicationsAppliance,ANTENNA,A transducer designed to transmit or receive electromagnetic waves.
IfcCommunicationsApplianceAUTOMATON,Automaton,Class,IfcCommunicationsAppliance,AUTOMATON,"A self-acting artificial device, the behaviour of which is governed either in a stepwise manner by given decision rules or continuously in time by defined relationships, while the output variables of which are created from its input and state variables.;definition from IEC 60050-351-42-32."
IfcCommunicationsApplianceCOMPUTER,Computer,Class,IfcCommunicationsAppliance,COMPUTER,"A desktop, laptop, tablet, or other type of computer that can be moved from one place to another and connected to an electrical supply via a plugged outlet."
IfcCommunicationsApplianceFAX,Fax,Class,IfcCommunicationsAppliance,FAX,A machine that has the primary function of transmitting a facsimile copy of printed matter using a telephone line.
IfcCommunicationsApplianceGATEWAY,Gateway,Class,IfcCommunicationsAppliance,GATEWAY,A gateway connects multiple network segments with different protocols at all layers (layers 1-7) of the Open Systems Interconnection (OSI) model.
IfcCommunicationsApplianceINTELLIGENTPERIPHERAL,Intelligent Peripheral,Class,IfcCommunicationsAppliance,INTELLIGENTPERIPHERAL,"An intelligent peripheral is a device that offers a variety of specialized resources according to the corresponding service logical program under the control of SCP. These resources contain the receiver of DTMF (Dual-Tone Multi-Frequency, signal generator, record notice, etc.). An intelligent peripheral provides dedicated resource functions in the intelligent network, allocates, controls and manages various dedicated resources, communicates with other entities in the network, and completes SRF resource functions as well as the maintenance, management and statistics functions of resources."
IfcCommunicationsApplianceIPNETWORKEQUIPMENT,IP Network Equipment,Class,IfcCommunicationsAppliance,IPNETWORKEQUIPMENT,"An IP network equipment is a device that provides IP data transmission channel for telecom subsystems or other subsystems e.g., routers, network switches or firewalls."
IfcCommunicationsApplianceLINESIDEELECTRONICUNIT,Line Side Electronic Unit,Class,IfcCommunicationsAppliance,LINESIDEELECTRONICUNIT,"The lineside electronic unit (LEU) is the interface between the balise and interlocking in railway. The LEU acquires the information from the interlocking, and sends the appropriate information to the balises in concordance with the lineside signalling (if available)."
IfcCommunicationsApplianceMODEM,Modem,Class,IfcCommunicationsAppliance,MODEM,"A modem (from modulator-demodulator) is a device that modulates an analog carrier signal to encode digital information, and also demodulates such a carrier signal to decode the transmitted information."
IfcCommunicationsApplianceNETWORKAPPLIANCE,Network Appliance,Class,IfcCommunicationsAppliance,NETWORKAPPLIANCE,"A network appliance performs a dedicated function such as firewall protection, content filtering, load balancing, or equipment management."
IfcCommunicationsApplianceNETWORKBRIDGE,Network Bridge,Class,IfcCommunicationsAppliance,NETWORKBRIDGE,"A network bridge connects multiple network segments at the data link layer (layer 2) of the OSI model, and the term layer 2 switch is very often used interchangeably with bridge."
IfcCommunicationsApplianceNETWORKHUB,Network Hub,Class,IfcCommunicationsAppliance,NETWORKHUB,A network hub connects multiple network segments at the physical layer (layer 1) of the OSI model.
IfcCommunicationsApplianceOPTICALLINETERMINAL,Opticalline Terminal,Class,IfcCommunicationsAppliance,OPTICALLINETERMINAL,An optical line terminal is a service provider endpoint of a passive or active optical network. It is the terminal equipment for connecting fiber optic trunks.
IfcCommunicationsApplianceOPTICALNETWORKUNIT,Optical Network Unit,Class,IfcCommunicationsAppliance,OPTICALNETWORKUNIT,An optical network unit is a kind of optical transmission network connection equipment which is installed at user side.
IfcCommunicationsAppliancePRINTER,Printer,Class,IfcCommunicationsAppliance,PRINTER,A machine that has the primary function of printing text and/or graphics onto paper or other media.
IfcCommunicationsApplianceRADIOBLOCKCENTER,Radio Block Center,Class,IfcCommunicationsAppliance,RADIOBLOCKCENTER,A radio block center is a specialised computing device in railway with specification for generating Movement Authorities (MA) and transmitting it to trains. It gets information from signalling control and from the trains in its section.
IfcCommunicationsApplianceREPEATER,Repeater,Class,IfcCommunicationsAppliance,REPEATER,"A repeater is an electronic device that receives a signal and retransmits it at a higher level and/or higher power, or onto the other side of an obstruction, so that the signal can cover longer distances without degradation."
IfcCommunicationsApplianceROUTER,Router,Class,IfcCommunicationsAppliance,ROUTER,"A router is a networking device whose software and hardware are usually tailored to the tasks of routing and forwarding information. For example, on the Internet, information is directed to various paths by routers."
IfcCommunicationsApplianceSCANNER,Scanner,Class,IfcCommunicationsAppliance,SCANNER,A machine that has the primary function of scanning the content of printed matter and converting it to digital format that can be stored in a computer.
IfcCommunicationsApplianceTELECOMMAND,Telecommand,Class,IfcCommunicationsAppliance,TELECOMMAND,A system sending command to control and monitor the switches and circuit breakers or systems directly or not connected (e.g. via wires) within the traction power system remotely.
IfcCommunicationsApplianceTELEPHONYEXCHANGE,Telephony Exchange,Class,IfcCommunicationsAppliance,TELEPHONYEXCHANGE,A telephony exchange is a device that ensures the routing of telephone calls and communications.
